Store,Name,Store Status,Address,City,State,Zip Code,Store Address,Report Date
2635,HY-VEE #4 / DAVENPORT,A,4064 E 53RD ST,DAVENPORT,IA,52807,POINT (-90.513862004 41.577311005),11/01/2023
6161,CASEY'S #6122 / COUNCIL BLUFFS,I,3434 NEBRASKA AVE,COUNCIL BLUFFS,IA,51501,POINT (-95.900798019 41.244954002),11/01/2023
5257,MAD AVE QUIK SHOP,A,"405, MADISON AVE",OTTUMWA,IA,52501,POINT (-92.410605275 40.999140319),11/01/2023
9041,S&B FARMS DISTILLERY (ET),I,212 E RAMSEY ST.,BANCROFT,IA,50517,POINT (-94.215413963 43.292789992),11/01/2023
6138,URBAN FUEL EXPRESS / IOWA CITY,I,2580 MOSS RIDGE RD,IOWA CITY,IA,52240,POINT (-91.495581936 41.693652576),11/01/2023
3912,SMOKIN' JOE'S #14 TOBACCO AND LIQUOR OUTLET,A,225 EDGEWOOD RD. NW,CEDAR RAPIDS,IA,52405,POINT (-91.715517292 41.973822551),11/01/2023
5145,SOUTH SIDE FOOD MART,A,1101 ARMY POST RD. SUITE A & B,DES MOINES,IA,50315,POINT (-93.628625001 41.526920009),11/01/2023
010234,LA TROPICANA / URBANDALE,A,2743 86TH STREET,URBANDALE,IA,50322,POINT (-93.734305545 41.618713877),11/01/2023
3993,NEW STAR LIQUOR / W 4TH S / WATERLOO,A,1625 WEST 4TH ST,WATERLOO,IA,50701,POINT (-92.356193006 42.484164994),11/01/2023
010282,ANDY'S MINI MART / RICEVILLE,A,203 EAST MAIN STREET,RICEVILLE,IA,50466,POINT (-92.55172596 43.363594987),11/01/2023
5566,EAST END LIQUOR & TOBACCO,I,3804 HUBBELL AVE,DES MOINES,IA,50317,POINT (-93.541625959 41.631082004),11/01/2023
3390,OKOBOJI AVENUE LIQUOR,A,1610 OKOBOJI AVENUE,MILFORD,IA,51351,POINT (-95.149544969 43.33153601),11/01/2023
4810,KUM & GO #518 / ANKENY,A,3603 NE OTTERVIEW CIRCLE,ANKENY,IA,50021,POINT (-93.571659994 41.761599007),11/01/2023
4396,"TRUNCK'S COUNTRY FOODS, INC.",A,606 GRUNDY AVE,REINBECK,IA,50669,POINT (-92.601452019 42.325429014),11/01/2023
5752,CASEY'S GENERAL STORE #2481 / BLOOMFIELD,A,206 S WASHINGTON,BLOOMFIELD,IA,52537,POINT (-92.413725662 40.750295821),11/01/2023
5758,CASEY'S GENERAL STORE #51 / HUMBOLDT,A,907 13TH ST N,HUMBOLDT,IA,50548,POINT (-94.22643298 42.731316012),11/01/2023
6018,CASEY'S GENERAL STORE #2532 / ELDORA,A,1807 EDGINGTON AVE,ELDORA,IA,50627,POINT (-93.106066982 42.360232981),11/01/2023
010125,BREW #54 / CEDAR RAPIDS,I,3301 J STREET SOUTHWEST,CEDAR RAPIDS,IA,52404,POINT (-91.666314179 41.94469594),11/01/2023
010266,FOUR CORNERS MARKET / MASON CITY,A,1306 4TH STREET SOUTHWEST,MASON CITY,IA,50401,POINT (-93.221655019 43.148589992),11/01/2023
5721,WEST MAIN LIQUOR,A,306 W MAIN ST. SUITE C,CALMAR,IA,52132,POINT (-91.867759978 43.182759994),11/01/2023
5872,THE SNACK SHACK / WATERLOO,A,4335 TEXAS ST,WATERLOO,IA,50702,POINT (-92.306514975 42.45308498),11/01/2023
010140,FAS MART #552 / COUNCIL BLUFFS,A,503 9TH AVENUE,COUNCIL BLUFFS,IA,51503,POINT (-95.852120032 41.253154018),11/01/2023
3624,WAL-MART 0748 / NEWTON,A,300 IOWA SPEEDWAY DR,NEWTON,IA,50208,POINT (-93.011732014 41.697186009),11/01/2023
4843,STEWART ROAD FAST BREAK,A,2418 STEWART RD,MUSCATINE,IA,52761,POINT (-91.073430987 41.391163017),11/01/2023
4544,CASEY'S GENERAL STORE #1898 / OSCEOLA,A,114 N MAIN ST,OSCEOLA,IA,50213,POINT (-93.766355009 41.035761983),11/01/2023
6196,GOPUFF / NORTH LIBERTY,I,415 COMMUNITY DRIVE,NORTH LIBERTY,IA,52317,POINT (-91.606685655 41.751090363),11/01/2023
5210,DING'S HONK'N HOLLER,A,"900, E  WASHINGTON  ST",CLARINDA,IA,51632,POINT (-95.027259036 40.739415018),11/01/2023
4663,CASEY'S GENERAL STORE #3077 / PEOSTA,A,236 PEOSTA ST,PEOSTA,IA,52068,POINT (-90.849788986 42.443981982),11/01/2023
2600,HY-VEE FOOD STORE / OSKALOOSA,A,110  S  D  ST,OSKALOOSA,IA,52577,POINT (-92.648470976 41.294872007),11/01/2023
3789,WAL-MART 1393 / OSKALOOSA,A,2203 A AVENUE WEST,OSKALOOSA,IA,52577,POINT (-92.669939041 41.298589004),11/01/2023
6156,LUXEMBURG LIQUOR TOBACCO & GAS,A,101 W MAIN ST,LUXEMBURG,IA,52056,POINT (-91.074623983 42.602794991),11/01/2023
5561,CASEY'S GENERAL STORE #32 / MADRID,A,117 N KENNEDY AVE,MADRID,IA,50156,POINT (-93.815178002 41.877629986),11/01/2023
5854,CASEY'S GENERAL STORE #1068 - DAVENPORT,A,11200 140TH STREET,DAVENPORT,IA,52804,POINT (-90.68408347 41.508637282),11/01/2023
4351,KUM & GO #301 / CLEAR LAKE,A,2325 7TH AVE N,CLEAR LAKE,IA,50248,POINT (-93.359821976 43.144698987),11/01/2023
010103,WMART / DAVENPORT,A,1205 1207 EAST LOCUST STREET,DAVENPORT,IA,52803,POINT (-90.557523002 41.537992),11/01/2023
5447,NEW STAR / RAYMOND,I,101 COMERICAL STREET,RAYMOND,IA,50667,POINT (-92.219416021 42.466351019),11/01/2023
2605,HY-VEE DRUGSTORE #5 / CEDAR RAPIDS,A,2001 BLAIRS FERRY RD NE,CEDAR RAPIDS,IA,52402,POINT (-91.669155057 42.034240985),11/01/2023
6241,RAYMOND'S STATION / GARWIN,A,501 FRONT STREET,GARWIN,IA,50632,POINT (-92.678794019 42.093190994),11/01/2023
4588,SAM'S MINI MART / SIOUX CITY,I,923 W 7TH ST,SIOUX CITY,IA,51103,POINT (-96.419118986 42.50406602),11/01/2023
4896,BARRYS MINI MART,A,"403, CHESTNUT ST",HARPERS FERRY,IA,52146,POINT (-91.152496976 43.200775009),11/01/2023
5071,JEFF'S MARKET / DURANT,A,408 6TH AVE,DURANT,IA,52747,POINT (-90.912120003 41.60067401),11/01/2023
5969,CASEY'S GENERAL STORE #3288 / BLUE GRASS,A,301 E. MAYNE ST,BLUE GRASS,IA,52726,POINT (-90.762850042 41.508925991),11/01/2023
4710,WALGREENS #09708 / DUBUQUE,A,55 JOHN F KENNEDY RD,DUBUQUE,IA,52002,POINT (-90.715971985 42.492885987),11/01/2023
4375,KUM & GO #237 / GRIMES,A,801 N 1ST ST,GRIMES,IA,50111,POINT (-93.784133247 41.688437277),11/01/2023
5912,JMC SUPERMARKET / PERRY,A,605 1ST AVE,PERRY,IA,50220,POINT (-94.107117008 41.833577008),11/01/2023
4507,CASEY'S GENERAL STORE #2902 / SPENCER,A,411 W 18TH,SPENCER,IA,51301,POINT (-95.150985986 43.156174986),11/01/2023
3054,MCNALLY'S SUPER VALU,A,1026 MAIN,GRINNELL,IA,50112,POINT (-92.725358006 41.745640995),11/01/2023
3868,WAL-MART 3630 / MARION,I,5491 BUSINESS HWY 151,MARION,IA,52302,POINT (-91.55303896 42.033397011),11/01/2023
4609,KUM & GO #579 / ANKENY,A,165 SW MAGAZINE RD,ANKENY,IA,50023,POINT (-93.601897039 41.716938006),11/01/2023
4260,FAREWAY STORES #699 / OSCEOLA,A,215 S MAIN ST,OSCEOLA,IA,50213,POINT (-93.764884991 41.032418986),11/01/2023
010166,BREW OIL #14 / DENISON,I,810 4TH AVENUE SOUTH,DENISON,IA,51442,POINT (-95.36298896 42.012782014),11/01/2023
5737,SUPER STOP & SHOP / BALDWIN,A,5358 HWY 64,BALDWIN,IA,52207,POINT (-90.836072001 42.073752984),11/01/2023
5954,OLD 34 GAS & GRILL / DANVILLE,A,305 E HWY 34,DANVILLE,IA,52623,POINT (-91.311239551 40.863858981),11/01/2023
4873,CASEY'S GENERAL STORE #2559 / GRANGER,A,"1802, SYCAMORE ST",GRANGER,IA,50109,POINT (-93.825035958 41.758768019),11/01/2023
2663,HY-VEE FOOD STORE / URBANDALE,A,8701 DOUGLAS,URBANDALE,IA,50322,POINT (-93.738906371 41.630504742),11/01/2023
4119,TARGET STORE T-2526 / CEDAR FALLS,I,214 VIKING PLAZA DR,CEDAR FALLS,IA,50613,POINT (-92.44421003 42.481041016),11/01/2023
6274,OSKALOOSA WATERING HOLE,A,1911 17TH AVENUE EAST,OSKALOOSA,IA,52577,POINT (-92.622509037 41.279237997),11/01/2023
8807,FENCELINE BEER LAB,I,107 S MAIN AVE,HUXLEY,IA,50124,POINT (-93.606528041 41.892094008),11/01/2023
5822,CASEY'S GENERAL STORE #2836 / MONROE,A,509 S MONROE ST,MONROE,IA,50170,POINT (-93.10249604 41.51755801),11/01/2023
5204,QUIK STOP  /  BURLINGTON,A,1812 OSBORN ST,BURLINGTON,IA,52601,POINT (-91.112327963 40.826158999),11/01/2023
2500,HY-VEE FOOD STORE #1 (1013) / AMES,A,3800 W LINCOLN WAY,AMES,IA,50010,POINT (-93.563304592 42.022915187),11/01/2023
6186,SAVE MORE SUPER MARKET / DAVENPORT,I,"6723 NORTHWEST BOULEVARD, UNIT 2",DAVENPORT,IA,52806,POINT (-90.608956036 41.589559983),11/01/2023
4956,THE COOLER,A,"4920, JOHNSON AVE NW",CEDAR RAPIDS,IA,52405,POINT (-91.734525101 41.968330141),11/01/2023
010080,NEW STAR RAYMOND / RAYMOND,A,101 COMMERCIAL STREET,RAYMOND,IA,50667,POINT (-92.219416021 42.466351019),11/01/2023
3944,SAM'S CLUB 4973 / DUBUQUE,A,4400 ASBURY RD,DUBUQUE,IA,52002,POINT (-90.738215042 42.517663018),11/01/2023
5790,CASEY'S GENERAL STORE #1166 / HULL,A,612 DIVISION ST,HULL,IA,51239,POINT (-96.136802992 43.18538001),11/01/2023
4468,CIRCLE K #4706600 / MUSCATINE,A,802 CYPRESS ST,MUSCATINE,IA,52761,POINT (-91.041380014 41.431373982),11/01/2023
4132,CAMANCHE FOOD PRIDE,A,908 7TH AVE,CAMANCHE,IA,52730,POINT (-90.257273005 41.789078993),11/01/2023
6087,SMOKER'S GENIE / WAUKEE,I,23 NE CAREFREE LN,WAUKEE,IA,50263,POINT (-93.867468002 41.615730003),11/01/2023
4195,FAREWAY STORES #792 / TOLEDO,A,1005 S COUNTY LINE RD,TOLEDO,IA,52342,POINT (-92.580438001 41.984192013),11/01/2023
010244,OTHO CONVENIENCE AND FOOD / OTHO,A,210 NORTH HIGHWAY STREET,OTHO,IA,50569,POINT (-94.150868028 42.422340998),11/01/2023
5293,THE BOONEDOCKS,A,"228, N HWY 71",ARNOLDS PARK,IA,51331,POINT (-95.125382959 43.370798981),11/01/2023
9944,UNIVERSITY SPIRITS,I,585 SE SOUTHFORK DR.,WAUKEE,IA,50263,POINT (-93.827961997 41.605514014),11/01/2023
2518,HY-VEE WINE AND SPIRITS (1544) / RED OAK,A,1607 NORTH BROADWAY,RED OAK,IA,51566,POINT (-95.232857114 41.018577361),11/01/2023
4568,SELECT MART / SIOUX CITY,A,4103 FLOYD BLVD,SIOUX CITY,IA,51108,POINT (-96.358669035 42.542240015),11/01/2023
4455,KUM & GO #1959 / ELDORA,I,2359 EDGINGTON AVE,ELDORA,IA,50627,POINT (-93.113612036 42.360154987),11/01/2023
5780,CASEY'S GENERAL STORE #2630 / CEDAR FALLS,A,5226 UNIVERSITY AVE,CEDAR FALLS,IA,50613,POINT (-92.42064498 42.509998983),11/01/2023
5689,DYNO'S #41 / ALBERT CITY,I,5101 230TH ST,ALBERT CITY,IA,50510,POINT (-94.953318018 42.777832719),11/01/2023
4732,WALGREENS #07967 / CLIVE,A,15601 HICKMAN RD,CLIVE,IA,50325,POINT (-93.834426037 41.615517983),11/01/2023
2720,HY-VEE GAS #3 / WDM,A,7280 UNIVERSITY AVE,WEST DES MOINES,IA,50266,POINT (-93.807341006 41.599753006),11/01/2023
4791,WALGREENS #05470 / SIOUX CITY,A,4650 MORNINGSIDE AVE,SIOUX CITY,IA,51106,POINT (-96.347194964 42.469908005),11/01/2023
010151,WYCH DR DISTILLING CO / (SAMPLE),I,314 S 5TH ST,CHEROKEE,IA,51012,POINT (-95.555419016 42.747244981),11/01/2023
5502,CASEY'S GENERAL STORE #3566 / PELLA,A,509 MAIN ST,PELLA,IA,50219,POINT (-92.916985998 41.403531018),11/01/2023
6341,HY-VEE FAST AND FRESH #3 / URBANDALE,A,12905 MEREDITH DRIVE,URBANDALE,IA,50323,POINT (-93.795599722 41.644045217),11/01/2023
4273,SMOKIN' JOE'S #4 TOBACCO AND LIQUOR OUTLET,A,2800 E UNIVERSITY AVE,DES MOINES,IA,50317,POINT (-93.562032037 41.600936992),11/01/2023
6278,ADVENTURELAND / ALTOONA,A,305 34TH AVE NW,ALTOONA,IA,50009,POINT (-93.502375015 41.652865983),11/01/2023
5225,THE STATION II / NORTH LIBERTY,A,620 MEADE DR,NORTH LIBERTY,IA,52317,POINT (-91.608224489 41.752806558),11/01/2023
2662,HY-VEE WINE & SPIRITS / MUSCATINE,A,"522 MULBERRY, SUITE A",MUSCATINE,IA,52761,POINT (-91.044577039 41.426581001),11/01/2023
5386,CASEY'S GENERAL STORE # 2494/ EAGLE GROVE,A,200 S COMMERCIAL AVE,EAGLE GROVE,IA,50533,POINT (-93.903852 42.662685994),11/01/2023
6033,CASEY'S GENERAL STORE #2477 / LE MARS,A,101 5TH AVE SW,LE MARS,IA,51031,POINT (-96.174474031 42.791505997),11/01/2023
010108,SARGE'S SPIRITS LLC / CM SAMPLE,I,2866 270TH ST,FREDERICKSBURG,IA,50630,POINT (-92.186993981 42.964077984),11/01/2023
5170,CASEY'S GENERAL STORE #1414  / STATE,A,911 3RD  AVE SW,STATE CENTER,IA,50247,POINT (-93.165111853 42.009439918),11/01/2023
010152,SPEEDEE MART 1512 / COUNCIL BLUFFS,A,3624 9TH AVENUE,COUNCIL BLUFFS,IA,51501,POINT (-95.905621972 41.253866018),11/01/2023
4025,KARAM KAUR KHASRIYA LLC,A,702 13TH ST,BELLE PLAINE,IA,52208,POINT (-92.277701009 41.897244981),11/01/2023
5897,TOBACCO HUT / URBANDALE,I,6535  DOUGLAS AVE,URBANDALE,IA,50322,POINT (-93.70700577 41.629710599),11/01/2023
4637,KWIK SHOP #560 / CEDAR RAPIDS,I,3301 J ST,CEDAR RAPIDS,IA,52404,POINT (-91.666314179 41.94469594),11/01/2023
6144,NORTHSIDE LIQUOR AND GROCERY / MASON CITY,A,1303 N FEDERAL,MASON CITY,IA,50401,POINT (-93.200731023 43.163723016),11/01/2023
2678,HY-VEE FAST & FRESH / DAVENPORT,A,3200 E KIMBERLY RD.,DAVENPORT,IA,52807,POINT (-90.526745995 41.553747003),11/01/2023
5157,KIMMES MANSON COUNTRY STORE #10,A,208 MAIN ST,MANSON,IA,50563,POINT (-94.535010985 42.517901986),11/01/2023
4624,KWIK SHOP #568 / HIAWATHA,I,300 E BLAIRS FERRY RD,HIAWATHA,IA,52233,POINT (-91.667754022 42.035134999),11/01/2023
6191,HY-VEE FAST AND FRESH #2 / WAUKEE,A,155 W. HICKMAN RD.,WAUKEE,IA,50263,POINT (-93.876385186 41.61506835),11/01/2023
5276,CASEY'S GENERAL STORE # 3502/ STANTO,A,616 HALLAND AVE,STANTON,IA,51573,POINT (-95.099148022 40.986082987),11/01/2023
010135,"BUDDAS ONE STOP, LLC",A,1118 HWY. 30,STANWOOD,IA,52337,POINT (-91.148744985 41.88819198),11/01/2023
5999,CASEY'S GENERAL STORE #2771 / CEDAR RAPIDS,A,501 6TH STREET SW,CEDAR RAPIDS,IA,52404,POINT (-91.676678486 41.970431191),11/01/2023
010272,UNIVERSITY LIQUORS / WEST DES MOINES,A,9250 UNIVERSITY AVE SUITE 114,WEST DES MOINES,IA,50266,POINT (-93.834537013 41.599596013),11/01/2023
5239,LEFTY'S CONVENIENCE STORE INC.,A,4649 HWY 13,CENTRAL CITY,IA,52214,POINT (-91.531778011 42.198937001),11/01/2023
5837,CASEY'S GENERAL STORE #2681 / OKOBOJI,A,1802 HWY 71 N,OKOBOJI,IA,51355,POINT (-95.126216037 43.391921),11/01/2023
2695,HY-VEE GAS #4 / DES MOINES,A,4701 FLEUR DR,DES MOINES,IA,50321,POINT (-93.644549024 41.541665998),11/01/2023
4933,RIVER MART,A,2107 AGENCY ST,BURLINGTON,IA,52601,POINT (-91.129609016 40.814232012),11/01/2023
010004,JACK & JILL STORE / WEST BRANCH,A,115 EAST MAIN STREET,WEST BRANCH,IA,52358,POINT (-91.34341301 41.670494006),11/01/2023
5475,GREAT WALL,I,2125 COLLEGE ST #D,CEDAR FALLS,IA,50613,POINT (-92.456392037 42.518022015),11/01/2023
4770,CASEY'S GENERAL STORE #3080 / HUDSON,A,"354, E ELDORA RD",HUDSON,IA,50643,POINT (-92.449850967 42.409938002),11/01/2023
5583,CASEY'S GENERAL STORE #2498 / WAPELLO,A,710 HWY 61 N,WAPELLO,IA,52653,POINT (-91.195144016 41.185732),11/01/2023
5000,CASEY'S GENERAL STORE #3319 / NEVADA,A,1800 SOUTH B AVE,NEVADA,IA,50201,POINT (-93.436032 42.008865989),11/01/2023
2178,DOUBLE D LIQUOR STORE,I,618 ROSSVILLE ROAD,WAUKON,IA,52172,POINT (-91.473249025 43.262127984),11/01/2023
4427,KUM & GO #507 / NORTH LIBERTY,A,610 N KANSAS AVE,NORTH LIBERTY,IA,52317,POINT (-91.636884423 41.753188211),11/01/2023
6299,CASEY'S #3953 / DES MOINES,A,3121 FOREST AVENUE,DES MOINES,IA,50311,POINT (-93.660609002 41.604311001),11/01/2023
6050,CASEY'S GENERAL STORE #2539 / SHENANDOAH,A,501 W CLARINDA AVE,SHENANDOAH,IA,51601,POINT (-95.371467003 40.765467985),11/01/2023
5381,CASEY'S GENERAL STORE # 3546/ MONONA,A,901 S MAIN ST.,MONONA,IA,52159,POINT (-91.389711597 43.044630002),11/01/2023
3563,WAL-MART 0559 / MUSCATINE,A,3003 NORTH HIGHWAY 61,MUSCATINE,IA,52761,POINT (-91.025262033 41.45771998),11/01/2023
3654,THE BEVERAGE SHOP / BELMOND,A,207 E MAIN ST,BELMOND,IA,50421,POINT (-93.615233988 42.846122018),11/01/2023
2551,HY-VEE FOOD STORE (1065) / CHARITON,A,2001 WEST COURT,CHARITON,IA,50049,POINT (-93.323509979 41.015513987),11/01/2023
010093,CASEY'S #6117 / COUNCIL BLUFFS,A,1759 MADISON AVENUE,COUNCIL BLUFFS,IA,51503,POINT (-95.824670976 41.24316501),11/01/2023
6103,BREW OIL #50 / HARTLEY,A,361 3RD ST NW,HARTLEY,IA,51346,POINT (-95.482496962 43.184476985),11/01/2023
5582,CASEY'S GENERAL STORE #1398 / ROLAND,A,201 E MAPLE,ROLAND,IA,50236,POINT (-93.500044008 42.166567013),11/01/2023
010229,SHELDON TRUCK PLAZA INC. / SHELDON,A,121 34TH AVE.,SHELDON,IA,51201,POINT (-95.816112969 43.185511983),11/01/2023
5869,TOBACCO OUTLET PLUS #507 - URBANDALE,A,6941 DOUGLAS AVE,URBANDALE,IA,50322,POINT (-93.711990907 41.629560646),11/01/2023
5426,PRIME MART 2 / CEDAR FALLS,I,2728 CENTER ST.,CEDAR FALLS,IA,50613,POINT (-92.456653971 42.561117989),11/01/2023
5757,CASEY'S GENERAL STORE #1651 / ALBIA,A,1117 CLINTON ST,ALBIA,IA,52531,POINT (-92.809669977 41.016643993),11/01/2023
2544,HY-VEE FOOD STORE (1403) / MARSHALLTOWN,A,802 SOUTH CENTER,MARSHALLTOWN,IA,50158,POINT (-92.910550038 42.039069003),11/01/2023
5534,CASEY'S GENERAL STORE #3674 / SIOUX CITY,A,4727 SOUTHERN HILLS DR,SIOUX CITY,IA,51106,POINT (-96.34549897 42.441005987),11/01/2023
4734,WALGREENS #04973 / URBANDALE,A,7000 DOUGLAS AVE,URBANDALE,IA,50322,POINT (-93.712860194 41.62889219),11/01/2023
5479,CASEY'S GENERAL STORE #3534 / CLERMONT,A,74 MILL STREET,CLERMONT,IA,52135,POINT (-91.659404976 42.996969997),11/01/2023
5906,POLK CITY LIQUOR,I,201 N 3RD ST  STE A AND B,POLK CITY,IA,50226,POINT (-93.712652993 41.772567985),11/01/2023
2517,HY-VEE FOOD STORE #1 (1449) / NEWTON,A,1501 FIRST AVENUE EAST,NEWTON,IA,50208,POINT (-93.033984961 41.696758993),11/01/2023
4941,KUM & GO #170 / URBANDALE,A,6990 DOUGLAS AVE,URBANDALE,IA,50322,POINT (-93.711711119 41.629104797),11/01/2023
010260,BAILEY'S CONVENIENCE / STUART,A,1218 SOUTH DIVISION STREET,STUART,IA,50250,POINT (-94.319196006 41.490099985),11/01/2023
2719,HY-VEE FAST AND FRESH / WAUKEE,A,2855 GRAND PRAIRIE PARKWAY,WAUKEE,IA,50263,POINT (-93.854112494 41.582055681),11/01/2023
010019,OELWEIN MART / OELWEIN,A,801 EAST CHARLES STREET,OELWEIN,IA,50662,POINT (-91.902341029 42.679208989),11/01/2023
4522,CASEY'S GENERAL STORE #2523 / MONROE,A,201 RALPH ST,MONROE,IA,50170,POINT (-93.099846017 41.509981985),11/01/2023
010277,C&D CAR WASH LLC / BELLEVUE,A,800 STATE STREET,BELLEVUE,IA,52031,POINT (-90.432515969 42.256243989),11/01/2023
010079,CONCORDIA LLC / BURLINGTON,I,611 JEFFERSON STREET,BURLINGTON,IA,52601,POINT (-91.10673497 40.81052302),11/01/2023
2642,HY-VEE WINE AND SPIRITS / PELLA,A,512 E OSKALOOSA,PELLA,IA,50219,POINT (-92.899561027 41.397395004),11/01/2023
010136,STAR LIQUOR TOBACCO AND VAPE / WAUKEE,A,23 NORTHEAST CAREFREE LANE,WAUKEE,IA,50263,POINT (-93.867468002 41.615730003),11/01/2023
3618,WAL-MART 2716 / CEDAR RAPIDS,A,3601 29TH AVE SW,CEDAR RAPIDS,IA,52404,POINT (-91.718518684 41.946722768),11/01/2023
4549,CASEY'S GENERAL STORE #2913 / COLO,A,702 US HWY 65,COLO,IA,50056,POINT (-93.309801041 42.015027987),11/01/2023
2706,HY-VEE FAST AND FRESH / JOHNSTON,A,5169 MERLE HAY RD.,JOHNSTON,IA,50131,POINT (-93.696891998 41.654228001),11/01/2023
6102,BREW OIL #53 / SIBLEY,A,1026 2ND AVE,SIBLEY,IA,51249,POINT (-95.751717992 43.397388013),11/01/2023
4102,FAREWAY STORES #386 / AMES,A,619 BURNETT AVE,AMES,IA,50010,POINT (-93.616517006 42.027621),11/01/2023
9931,LONELY OAK DISTILERY (SAMPLE),I,1833 ELMWOOD RD.,EARLING,IA,51530,POINT (-95.479371015 41.770956019),11/01/2023
2228,RODGERS SPIRITS AND MORE,I,53 GREEN ST,WINTERSET,IA,50273,POINT (-94.01431903 41.336681988),11/01/2023
3660,WAL-MART 2935 / KNOXVILLE,A,814 W BELL AVE,KNOXVILLE,IA,50138,POINT (-93.10606497 41.304905019),11/01/2023
5575,CASEY'S GENERAL STORE #2919 / MARION,A,340 MARION BLVD,MARION,IA,52302,POINT (-91.613981012 42.030507015),11/01/2023
5282,YESWAY STORE # 10019/ MASON CITY,A,1224 FEDERAL AVE N,MASON CITY,IA,50401,POINT (-93.201621013 43.16338401),11/01/2023
4027,WAL-MART 1621 / CENTERVILLE,A,23148 HWY 5,CENTERVILLE,IA,52544,POINT (-92.866243968 40.709221014),11/01/2023
3707,TARGET STORE T-1768 / CEDAR RAPIDS,A,1030 BLAIRS FERRY RD,CEDAR RAPIDS,IA,52402,POINT (-91.650760049 42.037166395),11/01/2023
4317,FAREWAY STORES #941 / GREENFIELD,A,212 SW KENT,GREENFIELD,IA,50849,POINT (-94.463957005 41.302532983),11/01/2023
4530,CASEY'S GENERAL STORE #2566 / ELY,A,1495 STATE ST,ELY,IA,52227,POINT (-91.587598972 41.872276003),11/01/2023
010104,MEGA RETAIL / MARION,A,5680 KACENA AVE.,MARION,IA,52302,POINT (-91.551385965 42.043487985),11/01/2023
5102,WILKIE LIQUORS,A,724 1ST STREET NE,MOUNT VERNON,IA,52314,POINT (-91.410777025 41.918154015),11/01/2023
010224,KIMMES DENISON COUNTRY STORE 11 / DENISON,A,1108 4TH AVENUE SOUTH,DENISON,IA,51442,POINT (-95.357897959 42.012774009),11/01/2023
4930,CASEY'S GENERAL STORE #3251 / BOONE,A,1303 SE MARSHALL ST,BOONE,IA,50036,POINT (-93.873131989 42.035412985),11/01/2023
6271,KIMMES KINGSLEY COUNTRY STORE #16 / KINGSLEY,A,109 MAIN ST.,KINGSLEY,IA,51028,POINT (-95.96694297 42.587288009),11/01/2023
6060,A TO Z LIQUOR / CHEROKEE,I,114 S 2ND ST,CHEROKEE,IA,51012,POINT (-95.551013991 42.749039001),11/01/2023
4847,SLAGLE FOODS LECLAIRE,I,1301 EAGLE RIDGE RD,LECLAIRE,IA,52753,POINT (-90.359991971 41.588211),11/01/2023
4253,FAREWAY STORES #683 / WINTERSET,A,719 W. HIGHWAY 92,WINTERSET,IA,50273,POINT (-94.022230037 41.345707998),11/01/2023
6014,CASEY'S GENERAL STORE #1621 / MASON CITY,A,610 S MONROE AVE,MASON CITY,IA,50401,POINT (-93.209725978 43.146050988),11/01/2023
4361,QUIK TRIP #538 / NW 2ND / DSM,A,4575 NW 2ND,DES MOINES,IA,50313,POINT (-93.61906896 41.643044991),11/01/2023
5149,B S MINI MART INC,A,"1900, SUMMER ST",BURLINGTON,IA,52601,POINT (-91.115784995 40.788970003),11/01/2023
2643,HY-VEE WINE AND SPIRITS / WATERLOO,A,2126 KIMBALL AVE,WATERLOO,IA,50701,POINT (-92.357867962 42.470329992),11/01/2023
5942,16TH AVE BP / CEDAR RAPIDS,I,250 16TH AVE,CEDAR RAPIDS,IA,52404,POINT (-91.667834908 41.961945059),11/01/2023
5323,HOMETOWN FOODS / GLADBROOK,I,320 2ND ST,GLADBROOK,IA,50635,POINT (-92.7165189 42.187605018),11/01/2023
5809,CASEY'S GENERAL STORE #26 / PERRY,A,2617 WILLIS AVE,PERRY,IA,50220,POINT (-94.085731001 41.838087017),11/01/2023
5598,LIQUOR TOBACCO & GROCERY,I,1998 JACKSON ST,DUBUQUE,IA,52001,POINT (-90.667923983 42.511571009),11/01/2023
5989,CASEY'S GENERAL STORE #1134 / GRINNELL,A,1718 6TH AVE,GRINNELL,IA,50112,POINT (-92.71090903 41.745784996),11/01/2023
5676,FAMILY PANTRY,A,4538 LOWER BEAVER RD,DES MOINES,IA,50310,POINT (-93.666318 41.638620981),11/01/2023
010243,WEST 5TH MART / WATERLOO,I,919 WEST 5TH STREET,WATERLOO,IA,50702,POINT (-92.346161042 42.488349994),11/01/2023
2622,HY-VEE FOOD STORE / IOWA CITY,A,1125 N DODGE ST,IOWA CITY,IA,52240,POINT (-91.5189221 41.676690831),11/01/2023
5109,CASEY'S GENERAL STORE #3404 / CARLIS,A,1020 GATEWAY DR,CARLISLE,IA,50047,POINT (-93.515908017 41.509527979),11/01/2023
3676,T AND M FOODS,I,107 E TRAER,GREENE,IA,50636,POINT (-92.802059042 42.896096014),11/01/2023
6134,AKRON STOP / ALGONA,A,107 US HWY 18,ALGONA,IA,50511,POINT (-94.237788312 43.0828586),11/01/2023
6201,NEIGHBORHOOD TOBACCO OUTLET / MARION,A,2500 7TH AVENUE,MARION,IA,52302,POINT (-91.585587986 42.033563015),11/01/2023
6212,HAMPTON CROSSROADS / HAMPTON,I,4 4TH STREET SOUTHEAST,HAMPTON,IA,50441,POINT (-93.202115378 42.741550567),11/01/2023
